0,0.48083
1,0.50386
2,0.48012
3,0.51765
4,0.47209
5,0.48627
6,0.49492
7,0.52505
8,0.49979
9,0.5718
10,0.54174
11,0.51629
12,0.56219
13,0.55605
14,0.54865
15,0.52068
16,0.53528
17,0.5156
18,0.59282
19,0.52918
20,0.57757
21,0.54587
22,0.56935
23,0.53831
24,0.51643
25,0.50658
26,0.53843
27,0.51056
28,0.56035
29,0.5904
30,0.55703
31,0.52083
32,0.53451
33,0.56156
34,0.45887
35,0.46835
36,0.47512
37,0.52231
38,0.48417
39,0.49591
40,0.52332
41,0.52267
42,0.57042
43,0.52011
44,0.53746
45,0.49546
46,0.59462
47,0.52925
48,0.53771
49,0.52665
50,0.56758
51,0.48418
52,0.52457
53,0.51746
54,0.56547
55,0.56713
56,0.48904
57,0.51358
58,0.49
59,0.49847
60,0.55464
61,0.42258
62,0.52616
63,0.50541
64,0.49328
65,0.47161
66,0.57987
67,0.55524
68,0.54658
69,0.57619
70,0.58751
71,0.53082
72,0.50589
73,0.5578
74,0.51486
75,0.56356
76,0.47346
77,0.54855
78,0.51974
79,0.50858
80,0.55914
81,0.45831
82,0.5524
83,0.52319
84,0.51374
85,0.53851
86,0.54943
87,0.53485
88,0.61975
89,0.48787
90,0.55103
91,0.47111
92,0.48359
93,0.54136
94,0.53596
95,0.53941
96,0.46397
97,0.53423
98,0.52149
99,0.56737
100,0.50935
101,0.55004
102,0.57226
103,0.54374
104,0.54176
105,0.55796
106,0.59933
107,0.60657
108,0.51373
109,0.59344
110,0.56646
111,0.57295
112,0.55738
113,0.62965
114,0.65092
115,0.67457
116,0.58545
117,0.59484
118,0.62663
119,0.66749
120,0.61162
121,0.65948
122,0.64042
123,0.68844
124,0.70327
125,0.73726
126,0.72061
127,0.63384
128,0.73563
129,0.71976
130,0.74025
131,0.75063
132,0.69129
133,0.78277
134,0.79114
135,0.80369
136,0.69987
137,0.73083
138,0.83226
139,0.74377
140,0.84232
141,0.80054
142,0.74901
143,0.84889
144,0.83759
145,0.85623
146,0.8043
147,0.79314
148,0.8999
149,0.90834
150,0.8002
151,0.83975
152,0.89189
153,0.92237
154,0.90577
155,0.90927
156,0.91738
157,0.96114
158,0.95724
159,1.0282
160,0.93586
161,0.92531
162,0.94051
163,0.99445
164,1.008
165,0.95633
166,0.93632
167,1.0163
168,0.9786
169,1.009
170,0.99885
171,0.99503
172,0.99869
173,0.97946
174,1.0266
175,1.0459
176,1.0027
177,1.0645
178,1.0976
179,1.0746
180,1.0938
181,1.1062
182,1.0829
183,1.0979
184,1.1373
185,1.0932
186,1.1705
187,1.1872
188,1.1888
189,1.179
190,1.1365
191,1.0831
192,1.1916
193,1.1296
194,1.1144
195,1.1855
196,1.1664
197,1.2381
198,1.2493
199,1.2141
200,1.196
201,1.1851
202,1.2391
203,1.2146
204,1.2162
205,1.2411
206,1.2148
207,1.2839
208,1.2942
209,1.2692
210,1.3191
211,1.3334
212,1.3314
213,1.3665
214,1.2919
215,1.3375
216,1.3411
217,1.3197
218,1.33
219,1.3375
220,1.4024
221,1.3557
222,1.3515
223,1.4045
224,1.349
225,1.4102
226,1.5002
227,1.4589
228,1.4367
229,1.4366
230,1.4332
231,1.4097
232,1.3854
233,1.4319
234,1.5304
235,1.5434
236,1.5078
237,1.4644
238,1.5102
239,1.5698
240,1.5608
241,1.5174
242,1.454
243,1.5172
244,1.5592
245,1.5325
246,1.5752
247,1.6036
248,1.5648
249,1.5832
250,1.5454
251,1.5931
252,1.601
253,1.6085
254,1.5644
255,1.6327
256,1.5329
257,1.6132
258,1.5486
259,1.5398
260,1.5795
261,1.5988
262,1.5994
263,1.6042
264,1.6001
265,1.6172
266,1.5962
267,1.5533
268,1.5838
269,1.6068
270,1.523
271,1.5732
272,1.6273
273,1.5617
274,1.5589
275,1.5488
276,1.6328
277,1.5905
278,1.6225
279,1.6001
280,1.4809
281,1.5598
282,1.626
283,1.6086
284,1.4795
285,1.5789
286,1.5478
287,1.6024
