288,1.6095
289,1.6584
290,1.5566
291,1.5829
292,1.5852
293,1.6081
294,1.5813
295,1.5539
296,1.5749
297,1.5892
298,1.5338
299,1.5302
300,1.6078
301,1.5575
302,1.6096
303,1.59
304,1.5832
305,1.6207
306,1.6461
307,1.5774
308,1.5692
309,1.6058
310,1.5816
311,1.6649
312,1.5263
313,1.5043
314,1.6434
315,1.5508
316,1.59
317,1.6061
318,1.581
319,1.5879
320,1.5995
321,1.6205
322,1.6167
323,1.6177
324,1.6407
325,1.5543
326,1.603
327,1.5085
328,1.5334
329,1.5901
330,1.557
331,1.5419
332,1.5275
333,1.5728
334,1.5579
335,1.5576
336,1.5382
337,1.6109
338,1.5903
339,1.6258
340,1.6329
341,1.5751
342,1.6513
343,1.5838
344,1.5787
345,1.5979
346,1.563
347,1.6069
348,1.5697
349,1.607
350,1.518
351,1.5704
352,1.5584
353,1.5736
354,1.5496
355,1.5654
356,1.5728
357,1.5866
358,1.5858
359,1.5255
360,1.669
361,1.563
362,1.583
363,1.5791
364,1.5933
365,1.5519
366,1.5474
367,1.7224
368,1.6349
369,1.5624
370,1.5965
371,1.5979
372,1.6142
373,1.5348
374,1.537
375,1.6017
376,1.5694
377,1.5767
378,1.525
379,1.6147
380,1.6046
381,1.5495
382,1.6218
383,1.5978
384,1.6342
385,1.5656
386,1.5934
387,1.5652
388,1.5554
389,1.6171
390,1.5058
391,1.5347
392,1.5374
393,1.5733
394,1.5559
395,1.5898
396,1.5137
397,1.5765
398,1.536
399,1.6306
400,1.4838
401,1.6094
402,1.6137
403,1.6265
404,1.5354
405,1.5938
406,1.6475
407,1.6445
408,1.6121
409,1.5469
410,1.5626
411,1.5337
412,1.5688
413,1.602
414,1.6213
415,1.5849
416,1.6003
417,1.558
418,1.5417
419,1.5694
420,1.585
421,1.5639
422,1.5725
423,1.624
424,1.613
425,1.6167
426,1.6159
427,1.5948
428,1.604
429,1.564
430,1.5997
431,1.5565
432,1.6342
433,1.5617
434,1.5683
435,1.5602
436,1.6067
437,1.5872
438,1.5587
439,1.6519
440,1.5817
441,1.5782
442,1.5205
443,1.594
444,1.5593
445,1.5327
446,1.5704
447,1.5682
448,1.5804
449,1.527
450,1.5969
451,1.608
452,1.6893
453,1.6124
454,1.544
455,1.5409
456,1.5065
457,1.5844
458,1.6053
459,1.5667
460,1.6216
461,1.6109
462,1.6059
463,1.613
464,1.5693
465,1.5911
466,1.5557
467,1.4933
468,1.5765
469,1.5335
470,1.5981
471,1.6205
472,1.6176
473,1.6219
474,1.5753
475,1.6621
476,1.5669
477,1.5922
478,1.5369
479,1.573
480,1.4993
481,1.5559
482,1.5794
483,1.5875
484,1.5739
485,1.5652
486,1.5645
487,1.5693
488,1.5962
489,1.6442
490,1.6129
491,1.6007
492,1.5792
493,1.5497
494,1.5777
495,1.6702
496,1.6466
497,1.5185
498,1.6257
499,1.5179
500,1.6026
501,1.5488
502,1.5806
503,1.5808
504,1.5657
505,1.5958
506,1.5763
507,1.613
508,1.5424
509,1.5781
510,1.6452
511,1.5904
512,1.579
513,1.5738
514,1.5882
515,1.5264
516,1.5017
517,1.5681
518,1.52
519,1.5417
520,1.5458
521,1.5542
522,1.542
523,1.5117
524,1.5963
525,1.5365
526,1.52
527,1.5303
528,1.5294
529,1.4914
530,1.5742
531,1.5509
532,1.4911
533,1.5304
534,1.5416
535,1.5206
536,1.5222
537,1.5129
538,1.5019
539,1.4976
540,1.5412
541,1.5178
542,1.4765
543,1.5199
544,1.5458
545,1.4454
546,1.4771
547,1.5221
548,1.4292
549,1.5134
550,1.5056
551,1.5136
552,1.4912
553,1.533
554,1.5116
555,1.4211
556,1.5109
557,1.4718
558,1.5221
559,1.4902
560,1.4639
561,1.5018
562,1.4902
563,1.4789
564,1.4522
565,1.4592
566,1.435
567,1.4465
568,1.4516
569,1.4874
570,1.4876
571,1.38
572,1.4432
573,1.4515
574,1.4844
575,1.4824
576,1.4607
577,1.4518
578,1.4362
579,1.4631
580,1.382
581,1.5252
582,1.4214
583,1.3931
584,1.4281
585,1.4398
586,1.4265
587,1.3695
588,1.4281
589,1.4877
590,1.4932
591,1.3924
592,1.42
593,1.4039
594,1.3622
595,1.4404
596,1.4538
597,1.3799
598,1.363
599,1.417
600,1.4034
601,1.3848
602,1.3219
603,1.3513
604,1.3611
605,1.4079
606,1.3742
607,1.4064
608,1.3382
609,1.3799
610,1.3649
611,1.3959
612,1.3778
613,1.3089
614,1.3346
615,1.3513
616,1.4105
617,1.3654
618,1.3857
619,1.3771
620,1.3854
621,1.3097
622,1.3376
623,1.3737
624,1.4002
625,1.3275
626,1.3343
627,1.4178
628,1.3204
629,1.3746
630,1.2978
631,1.4328
632,1.3681
633,1.329
634,1.394
635,1.3844
636,1.3552
637,1.3808
638,1.3367
639,1.3366
640,1.3209
641,1.3587
642,1.3555
643,1.3519
644,1.2889
645,1.3718
646,1.3002
647,1.4369
648,1.3357
649,1.3709
650,1.3466
651,1.3372
652,1.3438
653,1.383
654,1.3209
655,1.2966
656,1.3686
657,1.2862
658,1.2976
659,1.3265
660,1.2637
661,1.3379
662,1.3183
663,1.3337
664,1.2799
665,1.267
666,1.3038
667,1.2715
668,1.3631
669,1.2453
670,1.2774
671,1.289
672,1.2718
673,1.2806
674,1.2744
675,1.2917
676,1.2986
677,1.2933
678,1.3108
679,1.2888
680,1.2009
681,1.2436
682,1.2174
683,1.2482
684,1.3242
685,1.2211
686,1.2192
687,1.14
688,1.2399
689,1.261
690,1.3211
691,1.2037
692,1.296
693,1.2449
694,1.2436
695,1.2036
696,1.2265
697,1.235
698,1.2063
699,1.2263
700,1.21
701,1.1544
702,1.217
703,1.2029
704,1.2215
705,1.25
706,1.2008
707,1.2331
708,1.2006
709,1.1765
710,1.2565
711,1.1811
712,1.2386
713,1.2849
714,1.1078
715,1.1997
716,1.1707
717,1.1897
718,1.2708
719,1.2492
720,1.2192
721,1.2804
722,1.2968
723,1.2278
724,1.2065
725,1.222
726,1.1264
727,1.1229
728,1.1568
729,1.2248
730,1.1758
731,1.1668
732,1.168
733,1.1844
734,1.1033
735,1.1851
736,1.2368
737,1.1776
738,1.1688
739,1.1801
740,1.1997
741,1.1463
742,1.1614
743,1.1582
744,1.2009
745,1.1599
746,1.1591
747,1.1632
748,1.1936
749,1.1159
750,1.2229
751,1.092
752,1.1746
753,1.1643
754,1.1102
755,1.1691
756,1.108
757,1.144
758,1.1539
759,1.1756
760,1.1078
761,1.1453
762,1.1054
763,1.1361
764,1.1159
765,1.1067
766,1.1403
767,1.1125
768,1.1208
769,1.1153
770,1.1396
771,1.0679
772,1.1011
773,1.0214
774,1.0493
775,1.0885
776,1.1279
777,1.0809
778,1.1557
779,1.0958
780,1.0355
781,1.1208
782,1.0441
783,1.0447
784,1.0846
785,1.0704
786,1.0696
787,1.022
788,1.0928
789,1.0785
790,1.0673
791,1.0777
792,1.007
793,1.046
794,1.0334
795,0.98157
796,1.1095
797,0.98674
798,1.0295
799,1.0516
800,1.0456
801,1.064
802,1.0865
803,1.0356
804,1.0273
805,1.0764
806,1.0651
807,1.0286
808,1.0193
809,0.98557
810,1.0569
811,1.1538
812,1.021
813,1.02
814,1.068
815,1.0667
816,1.0694
817,1.0074
818,1.074
819,1.0533
820,0.99438
821,1.116
822,1.0773
823,1.0405
824,1.0671
825,1.0424
826,1.0807
827,1.0048
828,1.0984
829,0.97747
830,1.0355
831,1.0294
832,1.0127
833,1.0001
834,1.0236
835,1.0574
836,1.0658
837,1.049
838,1.1009
839,1.0631
840,1.0734
841,1.0299
842,1.0663
843,1.0062
844,1.0267
845,1.0025
846,1.0099
847,1.0829
848,1.0652
849,1.0623
850,1.0578
851,1.0254
852,1.0385
853,1.0553
854,1.0237
855,1.0491
856,1.0266
857,1.0957
858,1.1006
859,1.0618
860,1.0715
861,1.0292
862,1.0296
863,1.0677
864,1.0395
865,0.99622
866,1.0573
867,1.0604
868,1.0755
869,1.0587
870,1.0824
871,1.0828
872,1.0675
873,1.0549
874,1.0475
875,1.0323
876,1.0359
877,1.0176
878,1.0119
879,1.0591
880,1.0069
881,1.0132
882,1.0552
883,1.0762
884,1.0768
885,1.0236
886,1.0101
887,1.0328
888,0.9967
889,1.0905
890,1.075
891,1.0579
892,1.042
893,1.0135
894,1.1267
895,1.0629
896,1.05
897,1.0845
898,1.0456
899,1.0291
900,1.031
901,1.1176
902,1.0225
903,1.0302
904,1.0971
905,1.0292
906,1.0567
907,1.1094
908,1.1525
909,1.0293
910,1.1087
911,1.0965
912,1.0402
913,1.0785
914,1.0239
915,1.0846
916,1.0931
917,1.0557
918,1.0761
919,1.0565
920,1.1234
921,1.0963
922,1.0588
923,1.0231
924,1.0884
925,1.0085
926,1.1195
927,1.0634
928,1.081
929,1.017
930,1.0367
931,1.0795
932,1.0251
933,1.075
934,1.0761
935,1.0577
936,1.085
937,1.0356
938,1.0095
939,1.0893
940,1.0678
941,0.99141
942,1.1262
943,1.0176
944,1.0096
945,1.0428
946,1.1024
947,1.0569
948,1.0893
949,1.0784
950,0.99761
951,1.0592
952,1.0779
953,1.0876
954,1.1222
955,0.98852
956,1.0906
957,1.0381
958,1.0361
959,1.0005
960,1.0675
961,1.0963
962,1.0652
963,1.0128
964,1.0799
965,1.0664
966,1.0868
967,1.0882
968,1.0555
969,1.08
970,1.0013
971,1.0491
972,1.0545
973,1.0383
974,1.0904
975,1.0688
976,1.0852
977,1.113
978,1.0755
979,1.0326
980,1.0559
981,1.0968
982,1.0454
983,1.0057
984,0.98858
985,0.98966
986,1.0512
987,1.0128
988,1.0986
989,1.0707
990,1.077
991,1.0285
992,1.0592
993,1.0695
994,0.99161
995,1.1596
996,1.0679
997,1.0799
998,1.0246
999,1.048
1000,1.0458
